,load_kw,pv_kw_raw,price_import_gbp_per_kwh,price_export_gbp_per_kwh,ambient_c,cell_temp_c,carbon_intensity,soc,pch,pdis,pimp,pexp,pv_kw_eff,deg_cost_pv
2024-09-19 22:15:00,0.993035951034858,0.0899733608343064,0.21,0.0735,24.999907397361905,27.280442341647,0.1399999999999999,0.1,0.0,0.0,0.9045255158941472,0.0,0.0885104351407108,7.680359891376907e-05
2024-09-19 22:30:00,1.062958472740475,0.0772997217035456,0.21,0.0735,24.999907397361905,26.959206404243417,0.1399999999999999,0.1,0.0,0.0,0.9868170207399809,0.0,0.07614145200049417,6.0809159410199864e-05
2024-09-19 22:45:00,0.9157414939217524,0.0645433080946375,0.21,0.0735,24.999907397361905,26.635872400388177,0.1399999999999999,0.1,0.0,0.0,0.8520824551247741,0.0,0.06365903879697828,4.642413812710924e-05
2024-09-19 23:00:00,0.7636615913371168,0.0517177798947881,0.21,0.0735,24.999907397361905,26.31078656423124,0.1544708572938487,0.1,0.0,0.0,0.7125856141319298,0.0,0.05107597720518702,3.3694641204056776e-05
2024-09-19 23:15:00,0.7311440699668986,0.0388368710008385,0.21,0.0735,24.999907397361905,25.98429700582848,0.1544708572938487,0.1,0.0,0.0,0.6927388104096663,0.0,0.03840525955723229,2.26596007893258e-05
2024-09-19 23:30:00,0.7398917973234543,0.0259143746126634,0.21,0.0735,24.999907397361905,25.656753338376696,0.1544708572938487,0.1,0.0,0.0,0.7142317203299122,0.0,0.025660076993542114,1.3350625003867516e-05
2024-09-19 23:45:00,0.609861165919486,0.0129641284630687,0.21,0.0735,24.999907397361905,25.32850630383908,0.1544708572938487,0.1,0.0,0.0,0.597007358967697,0.0,0.012853806951789103,5.791879342178833e-06
2024-09-20 00:00:00,0.676391051852327,0.0,0.21,0.0735,24.99916658654738,24.99916658654738,0.17,0.1,6.0,0.0,6.676391051852327,0.0,0.0,0.0
2024-09-20 00:15:00,0.795796242062082,0.012741922375346,0.21,0.0735,24.99916658654738,25.32213328429982,0.17,0.38499999999999995,6.0,0.0,6.783162435065146,0.0,0.01263380699693686,5.676057366479836e-06
2024-09-20 00:30:00,0.6707754543220454,0.0254702003810622,0.21,0.0735,24.99916658654738,25.64475414122288,0.17,0.6699999999999999,5.6000000000000005,0.0,6.2455540082014265,0.0,0.025221446120619672,1.3059598673232771e-05
2024-09-20 00:45:00,0.7580742597412388,0.0381712042582515,0.21,0.0735,24.99916658654738,25.966683686822183,0.17,0.9359999999999999,0.28000000000000025,0.0,1.0003246642734462,0.0,0.03774959546779283,2.2134461499080052e-05
2024-09-20 01:00:00,0.7501400787930202,0.0508313334538365,0.09,0.0315,24.99916658654738,26.28757719087685,0.1855291427061512,0.9493,0.013999999999998458,0.0,0.7139349778844818,0.0,0.05020510090853692,1.4090232269240564e-05
2024-09-20 01:15:00,0.7668699198550819,0.0634370311843732,0.09,0.0315,24.99916658654738,26.60709103258524,0.1855291427061512,0.949965,0.000700000000000145,0.0,0.7049949308020665,0.0,0.06257498905301546,1.9395947955549093e-05
2024-09-20 01:30:00,0.8668131698742028,0.0759747989529932,0.09,0.0315,24.99916658654738,26.92488306852269,0.1855291427061512,0.9499982499999999,3.500000000045134e-05,0.0,0.7920016902903515,0.0,0.07484647958385168,2.5387185805684013e-05
2024-09-20 01:45:00,0.8283944859517469,0.0884312110039332,0.09,0.0315,24.99916658654738,27.24061299901731,0.1855291427061512,0.9499999125,1.74999999824621e-06,0.0,0.741389239004132,0.0,0.08700699694761313,3.20448162672015e-05
2024-09-20 02:00:00,0.8469832688244843,0.1007929286991698,0.09,0.0315,24.99916658654738,27.55394273255134,0.2,0.9499999956249999,8.750000057844431e-08,0.0,0.7479391749230652,0.0,0.09904418140141964,3.9346814199378436e-05
2024-09-20 02:15:00,0.80938314501098,0.1130467148017679,0.09,0.0315,24.99916658654738,27.864536747798063,0.2,0.94999999978125,4.374998141543074e-09,0.0,0.6984372499727681,0.0,0.11094589941320994,4.7268346242554e-05
